item_id|nama_asli|nama_tempat|latitude|longitude|rating|total_ulasan|price|keyword_ulasan|layanan|url
TOBAREST00110|OS COFFEE cafe & resto|OS COFFEE cafe & resto laguboti|2.3551075|99.1263355|4,5|8|Tidak ada informasi harga|Tidak ada keyword|Tidak ada layanan|https://www.google.com/maps/search/OS+COFFEE+cafe+&+resto+laguboti
TOBAREST00111|Rumah Makan Khas Batak Lamhot|Rumah Makan Khas Batak Lamhot balige|2.3290697|99.0548047|4,4|71|Tidak ada informasi harga|pemandangan, harga|Tidak ada layanan|https://www.google.com/maps/search/Rumah+Makan+Khas+Batak+Lamhot+balige
TOBAREST00112|RM. GOMGOM KHAS BATAK|RM. GOMGOM KHAS BATAK|2.3330288|99.0551148|4,9|13|Tidak ada informasi harga|Tidak ada keyword|Tidak ada layanan|https://www.google.com/maps/search/RM.+GOMGOM+KHAS+BATAK
TOBAREST00113|Kedai Bakmi Bahagia 2|Kedai Bakmi Bahagia 2 balige|2.3337655|99.0625259|4,1|97|Tidak ada informasi harga|harga, pangsit, halal, pelayanan, nasi goreng, kuah, standar, dr|Tidak ada layanan|https://www.google.com/maps/search/Kedai+Bakmi+Bahagia+2+balige
TOBAREST00114|Rumah Makan Muslim Berkah|Rumah Makan Muslim Berkah Rumah Makan Muslim Berkah Jl. Sisingamangaraja No.81, Balige II, Kec. Balige, Toba, Sumatera Utara 22312|2.33411|99.0676249|4,2|72|Tidak ada informasi harga|halal, sambal, masakan padang, standar, lauk, harga|Tidak ada layanan|https://www.google.com/maps/search/Rumah+Makan+Muslim+Berkah+Rumah+Makan+Muslim+Berkah+Jl.+Sisingamangaraja+No.81,+Balige+II,+Kec.+Balige,+Toba,+Sumatera+Utara+22312
TOBAREST00115|Samuel's Restaurant|Samuel's Restaurant|2.6764567|98.8533366|4,8|92|Tidak ada informasi harga|ikan, arsik, batak, rendang daging sapi, pulau, tour guide, kuliner, bajaj, gitar, gado-gado|Tidak ada layanan|https://www.google.com/maps/search/Samuel's+Restaurant
TOBAREST00116|Parhitean|Parhitean Parhitean H87P+F2W, Hitetano, Kec. Habinsaran, Toba, Sumatera Utara 22383|2.5637288|99.3350838|4,3|81|Tidak ada informasi harga|arung jeram, air|Tidak ada layanan|https://www.google.com/maps/search/Parhitean+Parhitean+H87P+F2W,+Hitetano,+Kec.+Habinsaran,+Toba,+Sumatera+Utara+22383
TOBAREST00117|Restaurant DUGUL|Restaurant DUGUL|2.679295|98.8410765|4,6|12|Tidak ada informasi harga|danau, sunset, tangga, putra, keramahan, dinner, harga|Tidak ada layanan|https://www.google.com/maps/search/Restaurant+DUGUL
TOBAREST00118|Kedai Bakmi Laris|Kedai Bakmi Laris balige|2.3342102|99.0672432|4,4|151|Tidak ada informasi harga|bakpao, coklat, pangsit, kacang, pelayanan, pesan, halal, nasi, kuah, goreng|Tidak ada layanan|https://www.google.com/maps/search/Kedai+Bakmi+Laris+balige
TOBAREST00120|Lapo Parratusan|Lapo Parratusan sigumpar|2.4047786|99.1621569|4,8|4|Tidak ada informasi harga|Tidak ada keyword|Tidak ada layanan|https://www.google.com/maps/search/Lapo+Parratusan+sigumpar
